1
239.0,165.0,122.2300033569336,117.08000183105469
231.0,173.0,122.2300033569336,117.08000183105469
215.0,189.0,122.2300033569336,117.08000183105469
209.0,203.0,122.2300033569336,117.08000183105469
215.0,200.0,122.2300033569336,117.08000183105469
214.0,191.0,122.2300033569336,117.08000183105469
212.0,191.0,122.2300033569336,117.08000183105469
188.0,202.0,122.2300033569336,117.08000183105469
160.0,234.0,122.2300033569336,117.08000183105469
231.0,236.0,122.2300033569336,117.08000183105469
259.0,208.0,122.2300033569336,117.08000183105469
241.0,197.0,122.2300033569336,117.08000183105469
231.0,192.0,122.2300033569336,117.08000183105469
222.0,191.0,122.2300033569336,117.08000183105469
208.0,197.0,122.2300033569336,117.08000183105469
209.0,206.0,122.2300033569336,117.08000183105469
220.0,202.0,122.2300033569336,117.08000183105469
235.0,174.0,122.2300033569336,117.08000183105469
232.0,144.0,122.2300033569336,117.08000183105469
216.0,140.0,122.2300033569336,117.08000183105469
222.0,158.0,122.2300033569336,117.08000183105469
250.0,187.0,122.2300033569336,117.08000183105469
277.0,221.0,122.2300033569336,117.08000183105469
290.0,238.0,122.2300033569336,117.08000183105469
277.0,239.0,122.2300033569336,117.08000183105469
262.0,245.0,122.2300033569336,117.08000183105469
257.0,247.0,122.2300033569336,117.08000183105469
251.0,238.0,122.2300033569336,117.08000183105469
246.0,224.0,122.2300033569336,117.08000183105469
246.0,215.0,122.2300033569336,117.08000183105469
253.0,207.0,122.2300033569336,117.08000183105469
264.0,195.0,122.2300033569336,117.08000183105469
261.0,173.0,122.2300033569336,117.08000183105469
249.0,154.0,122.2300033569336,117.08000183105469
244.0,132.0,122.2300033569336,117.08000183105469
252.0,123.0,122.2300033569336,117.08000183105469
268.0,131.0,122.2300033569336,117.08000183105469
275.0,134.0,122.2300033569336,117.08000183105469
276.0,140.0,122.2300033569336,117.08000183105469
284.0,172.0,122.2300033569336,117.08000183105469
288.0,211.0,122.2300033569336,117.08000183105469
294.0,229.0,122.2300033569336,117.08000183105469
296.0,232.0,122.2300033569336,117.08000183105469
292.0,230.0,122.2300033569336,117.08000183105469
285.0,217.0,122.2300033569336,117.08000183105469
284.0,209.0,122.2300033569336,117.08000183105469
286.0,195.0,122.2300033569336,117.08000183105469
289.0,166.0,122.2300033569336,117.08000183105469
290.0,163.0,122.2300033569336,117.08000183105469
291.0,179.0,122.2300033569336,117.08000183105469
287.0,181.0,122.2300033569336,117.08000183105469
286.0,177.0,122.2300033569336,117.08000183105469
289.0,178.0,122.2300033569336,117.08000183105469
295.0,183.0,122.2300033569336,117.08000183105469
303.0,192.0,122.2300033569336,117.08000183105469
300.0,204.0,122.2300033569336,117.08000183105469
278.0,207.0,122.2300033569336,117.08000183105469
245.0,204.0,122.2300033569336,117.08000183105469
223.0,202.0,122.2300033569336,117.08000183105469
227.0,200.0,122.2300033569336,117.08000183105469
253.0,202.0,122.2300033569336,117.08000183105469
287.0,204.0,122.2300033569336,117.08000183105469
324.0,205.0,122.2300033569336,117.08000183105469
347.0,210.0,122.2300033569336,117.08000183105469
345.0,213.0,122.2300033569336,117.08000183105469
333.0,204.0,122.2300033569336,117.08000183105469
312.0,184.0,122.2300033569336,117.08000183105469
281.0,161.0,122.2300033569336,117.08000183105469
265.0,155.0,122.2300033569336,117.08000183105469
265.0,165.0,122.2300033569336,117.08000183105469
273.0,180.0,122.2300033569336,117.08000183105469
278.0,194.0,122.2300033569336,117.08000183105469
293.0,207.0,122.2300033569336,117.08000183105469
318.0,218.0,122.2300033569336,117.08000183105469
331.0,227.0,122.2300033569336,117.08000183105469
328.0,236.0,122.2300033569336,117.08000183105469
320.0,244.0,122.2300033569336,117.08000183105469
310.0,242.0,122.2300033569336,117.08000183105469
285.0,231.0,122.2300033569336,117.08000183105469
257.0,224.0,122.2300033569336,117.08000183105469
241.0,225.0,122.2300033569336,117.08000183105469
240.0,231.0,122.2300033569336,117.08000183105469
247.0,229.0,122.2300033569336,117.08000183105469
265.0,208.0,122.2300033569336,117.08000183105469
279.0,180.0,122.2300033569336,117.08000183105469
