1
34.0,60.0,69.0,84.0
38.0,66.0,69.0,84.0
43.0,72.0,69.0,84.0
50.0,76.0,69.0,84.0
60.0,76.0,69.0,84.0
71.0,77.0,69.0,84.0
79.0,78.0,69.0,84.0
87.0,82.0,69.0,84.0
97.0,86.0,69.0,84.0
106.0,87.0,69.0,84.0
114.0,86.0,69.0,84.0
121.0,84.0,69.0,84.0
126.0,81.0,69.0,84.0
130.0,77.0,69.0,84.0
135.0,73.0,69.0,84.0
141.0,70.0,69.0,84.0
147.0,67.0,69.0,84.0
157.0,65.0,69.0,84.0
171.0,64.0,69.0,84.0
188.0,64.0,69.0,84.0
205.0,64.0,69.0,84.0
222.0,64.0,69.0,84.0
238.0,64.0,69.0,84.0
254.0,64.0,69.0,84.0
268.0,65.0,69.0,84.0
279.0,65.0,69.0,84.0
287.0,64.0,69.0,84.0
289.0,62.0,69.0,84.0
289.0,61.0,69.0,84.0
283.0,61.0,69.0,84.0
273.0,62.0,69.0,84.0
259.0,61.0,69.0,84.0
245.0,60.0,69.0,84.0
230.0,58.0,69.0,84.0
215.0,58.0,69.0,84.0
199.0,59.0,69.0,84.0
182.0,64.0,71.0,84.0
172.0,69.0,69.0,84.0
163.0,72.0,69.0,84.0
154.0,75.0,69.0,84.0
215.0,69.0,69.0,84.0
2
0
0
0
0
1
114.0,93.0,67.0,78.0
111.0,92.0,67.0,78.0
109.0,91.0,67.0,78.0
112.0,92.0,67.0,78.0
115.0,93.0,67.0,78.0
134.0,92.0,67.0,78.0
148.0,91.0,67.0,78.0
172.0,89.0,69.0,78.0
192.0,87.0,69.0,78.0
210.0,86.0,71.0,78.0
228.0,86.0,71.0,78.0
245.0,85.0,71.0,78.0
261.0,84.0,71.0,78.0
275.0,82.0,71.0,78.0
289.0,78.0,71.0,78.0
299.0,74.0,71.0,78.0
308.0,70.0,71.0,78.0
312.0,68.0,71.0,78.0
313.0,67.0,71.0,78.0
310.0,67.0,71.0,78.0
300.0,70.0,71.0,78.0
286.0,76.0,69.0,78.0
269.0,84.0,67.0,78.0
250.0,90.0,67.0,78.0
229.0,93.0,67.0,78.0
205.0,95.0,67.0,78.0
181.0,97.0,67.0,78.0
157.0,96.0,67.0,78.0
135.0,93.0,67.0,78.0
114.0,89.0,67.0,78.0
94.0,84.0,67.0,78.0
74.0,79.0,67.0,78.0
55.0,76.0,67.0,78.0
33.0,77.0,67.0,78.0
15.0,81.0,67.0,78.0
5.0,81.0,67.0,78.0
-5.0,81.0,67.0,78.0
-15.0,81.0,67.0,78.0
-25.0,81.0,67.0,78.0
-35.0,81.0,67.0,78.0
5.0,81.0,67.0,78.0
11.0,74.0,67.0,78.0
16.0,74.0,67.0,78.0
20.0,74.0,67.0,78.0
23.0,74.0,67.0,78.0
27.0,79.0,67.0,78.0
34.0,83.0,67.0,78.0
41.0,87.0,67.0,78.0
49.0,91.0,67.0,78.0
57.0,93.0,67.0,78.0
67.0,95.0,67.0,78.0
78.0,97.0,67.0,78.0
92.0,100.0,67.0,78.0
109.0,103.0,67.0,78.0
128.0,106.0,67.0,78.0
147.0,109.0,67.0,78.0
168.0,112.0,67.0,78.0
187.0,112.0,67.0,78.0
206.0,112.0,67.0,78.0
239.0,127.0,69.0,78.0
263.0,127.0,67.0,78.0
287.0,126.0,67.0,78.0
311.0,125.0,67.0,78.0
330.0,124.0,67.0,78.0
344.0,121.0,67.0,78.0
356.0,117.0,67.0,78.0
360.0,112.0,67.0,78.0
361.0,107.0,67.0,78.0
358.0,104.0,67.0,78.0
348.0,99.0,67.0,78.0
334.0,93.0,67.0,78.0
318.0,89.0,67.0,78.0
301.0,88.0,67.0,78.0
285.0,87.0,67.0,78.0
272.0,89.0,67.0,78.0
259.0,91.0,67.0,78.0
246.0,93.0,67.0,78.0
233.0,95.0,67.0,78.0
252.0,86.0,69.0,78.0
267.0,77.0,69.0,78.0
282.0,68.0,69.0,78.0
237.0,92.0,69.0,78.0
221.0,89.0,67.0,78.0
201.0,86.0,67.0,78.0
186.0,83.0,67.0,78.0
172.0,81.0,67.0,78.0
163.0,83.0,67.0,78.0
169.0,88.0,67.0,78.0
185.0,90.0,67.0,78.0
203.0,91.0,67.0,78.0
222.0,92.0,67.0,78.0
242.0,97.0,69.0,78.0
257.0,100.0,67.0,78.0
263.0,99.0,67.0,78.0
265.0,99.0,67.0,78.0
264.0,100.0,67.0,78.0
261.0,102.0,67.0,78.0
256.0,104.0,67.0,78.0
249.0,105.0,67.0,78.0
244.0,106.0,67.0,78.0
240.0,105.0,67.0,78.0
232.0,101.0,67.0,78.0
228.0,96.0,67.0,78.0
236.0,92.0,67.0,78.0
248.0,90.0,67.0,78.0
265.0,89.0,67.0,78.0
283.0,89.0,67.0,78.0
297.0,87.0,67.0,78.0
306.0,82.0,67.0,78.0
313.0,74.0,67.0,78.0
316.0,63.0,67.0,78.0
316.0,59.0,67.0,78.0
314.0,59.0,67.0,78.0
308.0,66.0,67.0,78.0
300.0,76.0,67.0,78.0
291.0,90.0,67.0,78.0
282.0,107.0,67.0,78.0
274.0,117.0,67.0,78.0
271.0,120.0,67.0,78.0
265.0,117.0,67.0,78.0
254.0,110.0,67.0,78.0
244.0,101.0,67.0,78.0
235.0,91.0,67.0,78.0
223.0,84.0,67.0,78.0
215.0,82.0,67.0,78.0
221.0,81.0,67.0,78.0
228.0,82.0,67.0,78.0
224.0,83.0,67.0,78.0
205.0,84.0,67.0,78.0
185.0,90.0,67.0,78.0
169.0,99.0,67.0,78.0
166.0,106.0,67.0,78.0
174.0,107.0,67.0,78.0
180.0,105.0,67.0,78.0
180.0,101.0,67.0,78.0
181.0,100.0,67.0,78.0
192.0,99.0,67.0,78.0
205.0,98.0,67.0,78.0
213.0,94.0,67.0,78.0
215.0,91.0,67.0,78.0
218.0,88.0,67.0,78.0
227.0,81.0,67.0,78.0
230.0,72.0,67.0,78.0
225.0,68.0,67.0,78.0
223.0,69.0,67.0,78.0
223.0,73.0,67.0,78.0
223.0,79.0,67.0,78.0
224.0,83.0,67.0,78.0
224.0,86.0,67.0,78.0
223.0,88.0,67.0,78.0
223.0,90.0,67.0,78.0
227.0,89.0,67.0,78.0
233.0,86.0,67.0,78.0
247.0,85.0,67.0,78.0
267.0,87.0,67.0,78.0
287.0,89.0,67.0,78.0
293.0,88.0,67.0,78.0
278.0,84.0,67.0,78.0
263.0,86.0,67.0,78.0
248.0,89.0,67.0,78.0
246.0,94.0,67.0,78.0
255.0,100.0,67.0,78.0
262.0,103.0,67.0,78.0
263.0,105.0,67.0,78.0
251.0,105.0,67.0,78.0
233.0,104.0,67.0,78.0
211.0,103.0,67.0,78.0
190.0,108.0,67.0,78.0
174.0,116.0,67.0,78.0
164.0,123.0,67.0,78.0
165.0,126.0,67.0,78.0
172.0,124.0,67.0,78.0
179.0,117.0,67.0,78.0
187.0,110.0,67.0,78.0
194.0,101.0,67.0,78.0
199.0,90.0,67.0,78.0
206.0,79.0,67.0,78.0
222.0,71.0,67.0,78.0
238.0,65.0,67.0,78.0
247.0,63.0,67.0,78.0
252.0,65.0,67.0,78.0
253.0,68.0,67.0,78.0
249.0,70.0,67.0,78.0
238.0,74.0,67.0,78.0
221.0,83.0,67.0,78.0
205.0,93.0,67.0,78.0
191.0,103.0,67.0,78.0
182.0,111.0,69.0,78.0
181.0,113.0,69.0,78.0
183.0,112.0,69.0,78.0
187.0,106.0,69.0,78.0
197.0,97.0,69.0,78.0
210.0,89.0,67.0,78.0
222.0,85.0,67.0,78.0
231.0,80.0,67.0,78.0
235.0,81.0,67.0,78.0
238.0,92.0,67.0,78.0
245.0,97.0,69.0,78.0
249.0,99.0,69.0,78.0
248.0,99.0,69.0,78.0
243.0,98.0,69.0,78.0
230.0,96.0,69.0,78.0
220.0,97.0,67.0,78.0
216.0,102.0,67.0,78.0
210.0,108.0,67.0,78.0
207.0,114.0,67.0,78.0
205.0,118.0,67.0,78.0
206.0,120.0,67.0,78.0
209.0,119.0,67.0,78.0
216.0,116.0,67.0,78.0
226.0,111.0,67.0,78.0
236.0,107.0,67.0,78.0
240.0,106.0,67.0,78.0
240.0,106.0,67.0,78.0
234.0,106.0,67.0,78.0
223.0,106.0,67.0,78.0
211.0,107.0,67.0,78.0
203.0,105.0,67.0,78.0
201.0,97.0,67.0,78.0
206.0,83.0,67.0,78.0
212.0,72.0,67.0,78.0
222.0,79.0,67.0,78.0
223.0,75.0,67.0,78.0
219.0,72.0,67.0,78.0
216.0,72.0,67.0,78.0
211.0,73.0,67.0,78.0
203.0,75.0,67.0,78.0
191.0,74.0,67.0,78.0
178.0,78.0,67.0,78.0
165.0,80.0,67.0,78.0
153.0,83.0,67.0,78.0
143.0,85.0,67.0,78.0
140.0,82.0,67.0,78.0
146.0,77.0,67.0,78.0
157.0,74.0,67.0,78.0
175.0,72.0,67.0,78.0
199.0,71.0,67.0,78.0
222.0,79.0,67.0,78.0
244.0,91.0,67.0,78.0
268.0,105.0,67.0,78.0
286.0,109.0,67.0,78.0
293.0,108.0,67.0,78.0
289.0,104.0,67.0,78.0
274.0,84.0,67.0,78.0
265.0,64.0,69.0,78.0
261.0,62.0,67.0,78.0
257.0,67.0,67.0,78.0
255.0,81.0,69.0,78.0
249.0,84.0,71.0,78.0
243.0,83.0,71.0,78.0
233.0,81.0,71.0,78.0
223.0,81.0,71.0,78.0
214.0,84.0,71.0,78.0
211.0,87.0,71.0,78.0
216.0,88.0,71.0,78.0
228.0,90.0,71.0,78.0
240.0,92.0,71.0,78.0
252.0,94.0,71.0,78.0
264.0,96.0,71.0,78.0
276.0,98.0,71.0,78.0
2
0
0
0
0
1
160.0,73.0,96.0,99.0
149.0,76.0,96.0,99.0
147.0,76.0,96.0,99.0
164.0,73.0,96.0,99.0
188.0,69.0,96.0,99.0
221.0,69.0,96.0,99.0
254.0,69.0,96.0,99.0
274.0,63.0,96.0,99.0
273.0,59.0,96.0,99.0
246.0,57.0,96.0,99.0
210.0,61.0,96.0,99.0
178.0,75.0,96.0,99.0
165.0,90.0,96.0,99.0
157.0,101.0,96.0,99.0
161.0,103.0,96.0,99.0
171.0,100.0,96.0,99.0
182.0,90.0,96.0,99.0
200.0,77.0,96.0,99.0
214.0,69.0,96.0,99.0
215.0,68.0,96.0,99.0
192.0,70.0,96.0,99.0
175.0,80.0,96.0,99.0
171.0,84.0,96.0,99.0
172.0,85.0,96.0,99.0
172.0,86.0,96.0,99.0
172.0,86.0,96.0,99.0
2
0
0
0
0
1
245.0,77.0,73.0,84.0
212.0,79.0,73.0,84.0
178.0,82.0,73.0,84.0
154.0,89.0,73.0,84.0
137.0,95.0,73.0,84.0
136.0,101.0,73.0,84.0
148.0,110.0,73.0,84.0
160.0,119.0,73.0,84.0
2
0
0
0
0
1
128.0,91.0,70.0,83.0
121.0,96.0,70.0,83.0
128.0,98.0,70.0,83.0
145.0,94.0,70.0,83.0
164.0,83.0,70.0,83.0
